Material;Texto breve de material;Alm.;CMv;Texto;Ce.coste;Cantidad;Fe.contab.;Tipo Mov.;Consumo según Area;Año Solicitud
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;108,000;12/02/2020;Reservas;Fraccionamiento;2020
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;SUPERVISORES DON VAPOR;500999;70,000;14/02/2020;Reservas;Don Vapor;2020
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;150,000;14/02/2020;Reservas;Fraccionamiento;2020
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;14/02/2020;Reservas;Fraccionamiento;2020
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;14/02/2020;Reservas;Fraccionamiento;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;14/02/2020;Reservas;Fraccionamiento;2020
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;150,000;14/02/2020;Reservas;Fraccionamiento;2020
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;14/02/2020;Reservas;Fraccionamiento;2020
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;101;NORMAL;;500,000;17/02/2020;Ingresos;N/A;2020
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;I&D QUIMICO NELSON VELA;17050151;50,000;17/02/2020;Reservas;Laboratorios;2020
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;150,000;18/02/2020;Reservas;Fraccionamiento;2020
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;18/02/2020;Reservas;Fraccionamiento;2020
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;18/02/2020;Reservas;Fraccionamiento;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;18/02/2020;Reservas;Fraccionamiento;2020
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;150,000;18/02/2020;Reservas;Fraccionamiento;2020
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;18/02/2020;Reservas;Fraccionamiento;2020
42-0000717;FRASCO PLASTICO DE 250 CC;0101;101;NORMAL;;1.248,000;18/02/2020;Ingresos;N/A;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;101;NORMAL;;1.500,000;18/02/2020;Ingresos;N/A;2020
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;101;NORMAL;;2.300,000;18/02/2020;Ingresos;N/A;2020
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;ELSA NIDIA ESQUIVEL - AQE;17080351;4,000;18/02/2020;Reservas;Laboratorios;2020
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500410;20,000;20/02/2020;Reservas;Fab. HoH;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500410;20,000;20/02/2020;Reservas;Fab. HoH;2020
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;100,000;21/02/2020;Reservas;Fraccionamiento;2020
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;21/02/2020;Reservas;Fraccionamiento;2020
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;21/02/2020;Reservas;Fraccionamiento;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;150,000;21/02/2020;Reservas;Fraccionamiento;2020
42-0009885;GARRAFA CUADRADA DE 120 ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;21/02/2020;Reservas;Fraccionamiento;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;21/02/2020;Reservas;Fraccionamiento;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;150,000;21/02/2020;Reservas;Fraccionamiento;2020
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;150,000;21/02/2020;Reservas;Fraccionamiento;2020
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;100,000;21/02/2020;Reservas;Fraccionamiento;2020
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;21/02/2020;Reservas;Fraccionamiento;2020
42-0010490;TAPA 24 GARRAFA CUADRADA 120ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;21/02/2020;Reservas;Fraccionamiento;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500410;30,000;22/02/2020;Reservas;Fab. HoH;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500410;30,000;22/02/2020;Reservas;Fab. HoH;2020
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;100,000;25/02/2020;Reservas;Fraccionamiento;2020
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;25/02/2020;Reservas;Fraccionamiento;2020
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;25/02/2020;Reservas;Fraccionamiento;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;150,000;25/02/2020;Reservas;Fraccionamiento;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;25/02/2020;Reservas;Fraccionamiento;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;150,000;25/02/2020;Reservas;Fraccionamiento;2020
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;150,000;25/02/2020;Reservas;Fraccionamiento;2020
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;100,000;25/02/2020;Reservas;Fraccionamiento;2020
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;25/02/2020;Reservas;Fraccionamiento;2020
42-0000836;FILTRO VARIFLOW 24 X 24 X4 65%;0101;959;ALMACEN REPUESTOS/ J.VELANDIA;500202;12,000;26/02/2020;Reservas;Mantenimiento Servicios;2020
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;ALMACEN REPUESTOS/ J.VELANDIA;500202;24,000;26/02/2020;Reservas;Mantenimiento Servicios;2020
42-0007974;"12X24X2"" EFF: 30-35%";0101;959;ALMACEN REPUESTOS/ J.VELANDIA;500202;10,000;26/02/2020;Reservas;Mantenimiento Servicios;2020
42-0000717;FRASCO PLASTICO DE 250 CC;0101;959;FABRICA E&S (EN ESTIBA PLÁSTICA PARA ÁREA BLANCA);500408;312,000;27/02/2020;Reservas;Fab.E&S;2020
42-0010481;TAPA 53 FRASCO DE 250CC;0101;959;FABRICA E&S (EN ESTIBA PLÁSTICA PARA ÁREA BLANCA);500408;312,000;27/02/2020;Reservas;Fab.E&S;2020
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;SUPERVISORES DON VAPOR;500999;60,000;27/02/2020;Reservas;Don Vapor;2020
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;150,000;28/02/2020;Reservas;Fraccionamiento;2020
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;28/02/2020;Reservas;Fraccionamiento;2020
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;28/02/2020;Reservas;Fraccionamiento;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;120,000;28/02/2020;Reservas;Fraccionamiento;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;28/02/2020;Reservas;Fraccionamiento;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;120,000;28/02/2020;Reservas;Fraccionamiento;2020
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;120,000;28/02/2020;Reservas;Fraccionamiento;2020
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;150,000;28/02/2020;Reservas;Fraccionamiento;2020
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;28/02/2020;Reservas;Fraccionamiento;2020
30-0000459;CONTENEDOR PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;12,000;04/06/2021;Reservas;Fraccionamiento;2021
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;150,000;03/03/2020;Reservas;Fraccionamiento;2020
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;03/03/2020;Reservas;Fraccionamiento;2020
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;03/03/2020;Reservas;Fraccionamiento;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;150,000;03/03/2020;Reservas;Fraccionamiento;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;03/03/2020;Reservas;Fraccionamiento;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;150,000;03/03/2020;Reservas;Fraccionamiento;2020
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;300,000;03/03/2020;Reservas;Fraccionamiento;2020
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;150,000;03/03/2020;Reservas;Fraccionamiento;2020
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;300,000;03/03/2020;Reservas;Fraccionamiento;2020
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;ALMACEN DE MANTENIMIENTO;500202;12,000;03/03/2020;Reservas;Mantenimiento Servicios;2020
42-0007974;"12X24X2"" EFF: 30-35%";0101;959;ALMACEN DE MANTENIMIENTO;500202;12,000;03/03/2020;Reservas;Mantenimiento Servicios;2020
42-0000699;GARRAFA CUADRADA 2  LT;0101;101;NORMAL;;2.520,000;04/03/2020;Ingresos;N/A;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;101;NORMAL;;270,000;04/03/2020;Ingresos;N/A;2020
42-0010480;TAPA 53 FRASCO DE 120CC;0101;101;NORMAL;;2.100,000;04/03/2020;Ingresos;N/A;2020
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;101;NORMAL;;1.620,000;04/03/2020;Ingresos;N/A;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;101;NORMAL;;3.528,000;04/03/2020;Ingresos;N/A;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;I&D QUIMICO NELSON VELA;17050151;30,000;04/03/2020;Reservas;Laboratorios;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;I&D QUIMICO NELSON VELA;17050151;30,000;04/03/2020;Reservas;Laboratorios;2020
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;150,000;06/03/2020;Reservas;Fraccionamiento;2020
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;06/03/2020;Reservas;Fraccionamiento;2020
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;06/03/2020;Reservas;Fraccionamiento;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;150,000;06/03/2020;Reservas;Fraccionamiento;2020
42-0009885;GARRAFA CUADRADA DE 120 ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;06/03/2020;Reservas;Fraccionamiento;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;06/03/2020;Reservas;Fraccionamiento;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;150,000;06/03/2020;Reservas;Fraccionamiento;2020
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;150,000;06/03/2020;Reservas;Fraccionamiento;2020
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;150,000;06/03/2020;Reservas;Fraccionamiento;2020
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;06/03/2020;Reservas;Fraccionamiento;2020
42-0010490;TAPA 24 GARRAFA CUADRADA 120ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;06/03/2020;Reservas;Fraccionamiento;2020
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500410;20,000;09/03/2020;Reservas;Fab. HoH;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500410;20,000;09/03/2020;Reservas;Fab. HoH;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500410;20,000;09/03/2020;Reservas;Fab. HoH;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500410;20,000;09/03/2020;Reservas;Fab. HoH;2020
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500410;20,000;09/03/2020;Reservas;Fab. HoH;2020
42-0000716;FRASCO PLASTICO DE 120 CC;0101;959;AREA DE MUESTREO M.P.;500205;312,000;09/03/2020;Reservas;Muestreo Mp;2020
42-0000717;FRASCO PLASTICO DE 250 CC;0101;959;AREA DE MUESTREO M.P.;500205;312,000;09/03/2020;Reservas;Muestreo Mp;2020
42-0000717;FRASCO PLASTICO DE 250 CC;0101;959;AREA DE MUESTREO M.P.;500205;6,000;09/03/2020;Reservas;Muestreo Mp;2020
42-0010480;TAPA 53 FRASCO DE 120CC;0101;959;AREA DE MUESTREO M.P.;500205;312,000;09/03/2020;Reservas;Muestreo Mp;2020
42-0010481;TAPA 53 FRASCO DE 250CC;0101;959;AREA DE MUESTREO M.P.;500205;312,000;09/03/2020;Reservas;Muestreo Mp;2020
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;SUPERVISORES DON VAPOR;500999;60,000;10/03/2020;Reservas;Don Vapor;2020
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;100,000;10/03/2020;Reservas;Fraccionamiento;2020
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;10/03/2020;Reservas;Fraccionamiento;2020
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;10/03/2020;Reservas;Fraccionamiento;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;120,000;10/03/2020;Reservas;Fraccionamiento;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;10/03/2020;Reservas;Fraccionamiento;2020
42-0010480;TAPA 53 FRASCO DE 120CC;0101;959;ESCLUSA DE MP SAS;500210;700,000;10/03/2020;Reservas;Fraccionamiento;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;120,000;10/03/2020;Reservas;Fraccionamiento;2020
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;120,000;10/03/2020;Reservas;Fraccionamiento;2020
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;100,000;10/03/2020;Reservas;Fraccionamiento;2020
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;300,000;10/03/2020;Reservas;Fraccionamiento;2020
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500410;52,000;10/03/2020;Reservas;Fab. HoH;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500410;10,000;10/03/2020;Reservas;Fab. HoH;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500410;52,000;10/03/2020;Reservas;Fab. HoH;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500410;10,000;10/03/2020;Reservas;Fab. HoH;2020
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500410;10,000;10/03/2020;Reservas;Fab. HoH;2020
42-0000717;FRASCO PLASTICO DE 250 CC;0101;959;FABRICA DE MAQUILLAJES;500402;312,000;10/03/2020;Reservas;Fab. Maq.;2020
42-0010481;TAPA 53 FRASCO DE 250CC;0101;959;FABRICA DE MAQUILLAJES;500402;312,000;10/03/2020;Reservas;Fab. Maq.;2020
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;26,000;10/03/2020;Reservas;Fraccionamiento;2020
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;101;NORMAL;;500,000;12/03/2020;Ingresos;N/A;2020
42-0000716;FRASCO PLASTICO DE 120 CC;0101;959;ESCLUSA DE MP SAS;500210;700,000;12/03/2020;Reservas;Fraccionamiento;2020
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;100,000;13/03/2020;Reservas;Fraccionamiento;2020
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;13/03/2020;Reservas;Fraccionamiento;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;90,000;13/03/2020;Reservas;Fraccionamiento;2020
42-0009885;GARRAFA CUADRADA DE 120 ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;13/03/2020;Reservas;Fraccionamiento;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;13/03/2020;Reservas;Fraccionamiento;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;90,000;13/03/2020;Reservas;Fraccionamiento;2020
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;90,000;13/03/2020;Reservas;Fraccionamiento;2020
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;100,000;13/03/2020;Reservas;Fraccionamiento;2020
42-0010490;TAPA 24 GARRAFA CUADRADA 120ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;13/03/2020;Reservas;Fraccionamiento;2020
42-0002285;POTE GEL X 50G + TAPA;0101;959;CENDIS LABORATORIO MODA Y TERCEROS;16040251;1,000;13/03/2020;Reservas;Laboratorios;2020
30-0000459;CONTENEDOR PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;22/06/2021;Reservas;Fraccionamiento;2021
30-0000459;CONTENEDOR PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;12,000;25/06/2021;Reservas;Fraccionamiento;2021
42-0007974;"12X24X2"" EFF: 30-35%";0101;959;J.VELANDIA/ TECNICOS SERVICIOS;500202;12,000;16/03/2020;Reservas;Mantenimiento Servicios;2020
42-0007974;"12X24X2"" EFF: 30-35%";0101;959;ALMACEN REPUESTOS/ J .VELANDIA;500202;12,000;16/03/2020;Reservas;Mantenimiento Servicios;2020
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;ALMACEN REPUESTOS/ J .VELANDIA;500202;12,000;16/03/2020;Reservas;Mantenimiento Servicios;2020
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;SUPERVISOR DON VAPOR;14010151;80,000;16/03/2020;Reservas;Don Vapor;2020
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;SUPERVISORES DON VAPOR;500999;60,000;16/03/2020;Reservas;Don Vapor;2020
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;189,000;17/03/2020;Reservas;Fraccionamiento;2020
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;17/03/2020;Reservas;Fraccionamiento;2020
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;17/03/2020;Reservas;Fraccionamiento;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;120,000;17/03/2020;Reservas;Fraccionamiento;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;17/03/2020;Reservas;Fraccionamiento;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;120,000;17/03/2020;Reservas;Fraccionamiento;2020
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;120,000;17/03/2020;Reservas;Fraccionamiento;2020
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;200,000;17/03/2020;Reservas;Fraccionamiento;2020
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;17/03/2020;Reservas;Fraccionamiento;2020
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;ALMACEN MANTENIMIENTO / J VELANDIA;500202;24,000;17/03/2020;Reservas;Mantenimiento Servicios;2020
42-0007974;"12X24X2"" EFF: 30-35%";0101;959;ALMACEN MANTENIMIENTO / J VELANDIA;500202;12,000;17/03/2020;Reservas;Mantenimiento Servicios;2020
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;ALMACEN MANTENIMIENTO/ J VALANDIA;500202;24,000;18/03/2020;Reservas;Mantenimiento Servicios;2020
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;189,000;20/03/2020;Reservas;Fraccionamiento;2020
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;20/03/2020;Reservas;Fraccionamiento;2020
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;20/03/2020;Reservas;Fraccionamiento;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;150,000;20/03/2020;Reservas;Fraccionamiento;2020
42-0009885;GARRAFA CUADRADA DE 120 ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;20/03/2020;Reservas;Fraccionamiento;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;20/03/2020;Reservas;Fraccionamiento;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;150,000;20/03/2020;Reservas;Fraccionamiento;2020
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;150,000;20/03/2020;Reservas;Fraccionamiento;2020
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;189,000;20/03/2020;Reservas;Fraccionamiento;2020
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;20/03/2020;Reservas;Fraccionamiento;2020
42-0010490;TAPA 24 GARRAFA CUADRADA 120ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;20/03/2020;Reservas;Fraccionamiento;2020
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;SUPERVISORES DON VAPOR;500999;40,000;13/04/2020;Reservas;Don Vapor;2020
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;17/04/2020;Reservas;Fraccionamiento;2020
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;17/04/2020;Reservas;Fraccionamiento;2020
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;17/04/2020;Reservas;Fraccionamiento;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;90,000;17/04/2020;Reservas;Fraccionamiento;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;17/04/2020;Reservas;Fraccionamiento;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;90,000;17/04/2020;Reservas;Fraccionamiento;2020
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;150,000;17/04/2020;Reservas;Fraccionamiento;2020
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;17/04/2020;Reservas;Fraccionamiento;2020
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;300,000;17/04/2020;Reservas;Fraccionamiento;2020
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;101;NORMAL;;500,000;18/04/2020;Ingresos;N/A;2020
30-0000459;CONTENEDOR PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;12,000;29/06/2021;Reservas;Fraccionamiento;2021
30-0000459;CONTENEDOR PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;06/07/2021;Reservas;Fraccionamiento;2021
42-0007974;"12X24X2"" EFF: 30-35%";0101;959;CRISTIAN BELLO/ TECNICOS SERVICIOS;500202;1,000;21/04/2020;Reservas;Mantenimiento Servicios;2020
42-0000836;FILTRO VARIFLOW 24 X 24 X4 65%;0101;959;SOLICITA C BELLO PARA SERVICIOS;500202;48,000;21/04/2020;Reservas;Mantenimiento Servicios;2020
